Student_ID,math_score,reading_score,writing_score,parental_level_of_education,lunch_plan,test_preparation_course,Gender,Year_Group
4FEF1470383C,61,68,71,1,2,1,F,"Group D"
1130955A6644,58,64,58,4,1,0,F,"Group D"
81EA5AACAE62,72,89,79,2,2,0,F,"Group D"
5AF08359EDB6,79,92,95,1,2,1,F,"Group D"
DBAAC7297A6A,83,92,94,4,1,1,F,"Group D"
714CD6449C5A,83,81,87,4,2,1,F,"Group D"
3DBCE4CA0A9C,92,97,99,2,2,1,F,"Group D"
24CF63F300D2,41,56,55,6,1,0,F,"Group D"
4CA8AC460BAD,45,60,57,1,1,0,F,"Group D"
E958CBC5FFF7,48,64,65,3,1,1,F,"Group D"
00A86A3C467B,32,48,50,6,1,0,F,"Group D"
9EE483033922,36,34,35,2,2,0,F,"Group D"
A70181EB606E,68,90,88,6,1,1,F,"Group D"
535324A831C9,73,81,84,6,2,0,F,"Group D"
7B093209362E,81,85,84,4,2,0,F,"Group D"
35458460B846,68,76,73,1,2,0,F,"Group D"
AC24B8F7F056,69,89,88,4,2,0,F,"Group D"
A0E856172798,74,83,86,6,2,0,F,"Group D"
B374656E7427,85,95,94,2,2,1,F,"Group D"
F27D5FAAB689,71,73,74,1,2,0,F,"Group D"
4E013FE63B70,71,66,72,1,2,0,F,"Group D"
94975EB1D5FF,62,81,74,3,1,0,F,"Group D"
C1F066AD475D,72,75,77,2,2,0,F,"Group D"
E7AFE8B0FC13,47,65,59,2,1,0,F,"Group D"
F407302B4506,60,62,63,3,2,0,F,"Group D"
1C6E72EE226E,77,79,83,2,2,1,F,"Group D"
E243123D40A3,79,88,83,2,2,1,F,"Group D"
61C8C5733BB5,48,65,59,4,1,0,F,"Group D"
0A715CA3393F,70,83,78,6,1,0,F,"Group D"
EA97055B693D,85,86,89,2,1,1,F,"Group D"
845B9B607D99,95,100,98,4,2,0,F,"Group D"
93D484D71799,51,52,48,1,2,0,F,"Group D"
F83EBC9F4C13,63,68,69,3,1,0,F,"Group D"
C8574C60065B,72,76,89,5,2,1,F,"Group D"
56B21BB78916,74,83,85,1,2,1,F,"Group D"
38A756689D01,46,58,64,4,1,1,F,"Group D"
F54D045537F4,54,69,64,2,2,0,F,"Group D"
B68618EBE61A,56,79,83,2,2,1,F,"Group D"
EA4D0B05736A,60,75,73,2,1,1,F,"Group D"
56814287F614,53,56,63,4,2,0,F,"Group D"
1F5C0DB56347,74,84,78,1,2,0,F,"Group D"
60D2154DAB86,100,100,100,5,2,0,F,"Group D"
3DDC3A3C0417,22,38,45,6,1,0,F,"Group D"
52CD9A8E44CB,41,51,40,1,2,0,F,"Group D"
1C1ADA4E9E7F,59,60,62,1,2,0,F,"Group D"
BD27CE6F9E0E,60,69,69,3,2,0,F,"Group D"
6CE52C7A48DE,79,71,74,4,2,0,F,"Group D"
DB0C9DBC1132,52,72,72,4,2,0,F,"Group D"
9EF30BB08016,64,76,79,3,1,1,F,"Group D"
E4D12A1EC897,73,73,77,4,2,0,F,"Group D"
5A45CFCB4819,79,88,83,3,1,0,F,"Group D"
58F192B5E015,52,63,60,4,1,0,F,"Group D"
7AA894032868,53,71,73,4,1,0,F,"Group D"
6165661F1FD3,66,72,76,2,2,1,F,"Group D"
D9CC11ECB4CD,79,86,86,4,2,1,F,"Group D"
9010C0B8DDBD,80,95,96,5,2,1,F,"Group D"
DAFE21A78436,86,84,89,4,2,0,F,"Group D"
F584055FF5BB,54,68,70,3,1,1,F,"Group D"
3D8DC159614F,61,63,61,1,2,0,F,"Group D"
03CCCA86CF64,75,97,98,2,2,1,F,"Group D"
850F8A790B75,83,83,89,3,2,1,F,"Group D"
87F1C2D9475D,90,91,93,4,2,0,F,"Group D"
694905FF027C,93,93,95,3,2,0,F,"Group D"
B86511A16115,42,57,57,5,1,0,F,"Group D"
CD8FB8898D24,57,68,67,6,2,0,F,"Group D"
D4FFA9CDD071,57,55,65,4,2,0,F,"Group D"
C47F958ADF64,60,74,77,2,1,0,F,"Group D"
B3852DFAC7E0,67,78,79,2,2,0,F,"Group D"
098D3CC1683B,62,67,68,4,1,1,F,"Group D"
CB6391C19F30,68,78,78,3,1,0,F,"Group D"
D2CD4A9C4E2C,71,76,80,1,1,0,F,"Group D"
35F14201AF59,77,82,83,4,2,0,F,"Group D"
7547755F36C2,61,69,69,5,2,0,F,"Group D"
22AF361EB8BC,71,68,75,2,2,0,F,"Group D"
B77EDAA37689,72,72,73,5,2,0,F,"Group D"
F2A04EFE2C04,56,77,70,4,2,0,F,"Group D"
BDB1E4A411D2,64,78,76,1,1,0,F,"Group D"
7286421C667B,73,80,87,4,2,1,F,"Group D"
7AC55AD8DB89,62,66,67,2,2,0,F,"Group D"
432269DF3FF6,89,91,98,1,2,1,F,"Group D"
0C2C7A7D9F06,74,80,75,2,2,0,F,"Group D"
CB23C2947084,90,90,89,1,2,0,F,"Group D"
B9908308D2A4,75,89,99,3,1,1,F,"Group D"
078C9D6C7846,56,62,66,2,2,0,F,"Group D"
2628B6C73823,70,82,87,3,1,0,F,"Group D"
7CC1CEAE852E,55,57,53,1,2,0,F,"Group D"
F5BF6241319E,56,65,72,3,1,0,F,"Group D"
6F065B77DFD5,72,91,89,5,1,1,F,"Group D"
FCF3BECE85DB,87,94,88,3,2,0,F,"Group D"
C0E6B3F5D132,58,65,64,2,1,0,M,"Group D"
41D102A9B781,59,66,65,2,1,1,M,"Group D"
CFA5E0229773,83,79,79,3,2,0,M,"Group D"
86E579B6A0FB,77,78,73,5,1,0,M,"Group D"
4F8E13C5777B,86,79,75,2,2,1,M,"Group D"
92CFA0704F8C,72,68,62,5,2,0,M,"Group D"
4196D5803C25,79,84,83,5,2,1,M,"Group D"
94D4574C3B0D,90,89,92,5,2,0,M,"Group D"
6A89E12B5DEC,52,50,49,2,2,0,M,"Group D"
270901840C45,67,60,63,5,2,0,M,"Group D"
60258D646DDB,76,65,70,1,2,0,M,"Group D"
921550861CAA,81,81,82,6,1,0,M,"Group D"
7843A89BA2D0,49,41,42,4,1,0,M,"Group D"
DAF574DC1DCC,66,74,63,2,1,0,M,"Group D"
9B5005FD8A1B,76,76,71,1,1,0,M,"Group D"
4058B111F4FF,79,67,74,4,2,0,M,"Group D"
2307B5AF2A5A,49,52,51,6,1,1,M,"Group D"
F995C3B84455,56,50,53,3,2,0,M,"Group D"
5EC54A3634C4,56,50,53,2,1,0,M,"Group D"
90F347125D27,36,36,30,2,1,0,M,"Group D"
964AAAB6B273,63,71,70,3,2,1,M,"Group D"
0ED9E08A488F,73,63,65,5,2,0,M,"Group D"
00286B0CC7E8,75,70,67,3,2,0,M,"Group D"
07A1A2FDE3EC,63,55,60,2,2,1,M,"Group D"
C742FB8EA4AB,63,74,70,3,1,0,M,"Group D"
395856098203,64,52,52,4,1,0,M,"Group D"
001F77FB52EB,66,65,68,4,1,1,M,"Group D"
3CC1A93E1853,66,60,56,2,2,1,M,"Group D"
27F80CDA66D5,77,69,65,3,2,0,M,"Group D"
35A31E2FB72F,78,74,77,1,2,1,M,"Group D"
A3CDEB58BAA6,87,90,94,3,2,1,M,"Group D"
87F427094745,66,70,66,1,1,1,M,"Group D"
CD9944E34A1B,69,64,66,3,2,1,M,"Group D"
C23B5A073A81,76,80,79,6,1,0,M,"Group D"
D63633E80D95,85,74,70,2,2,0,M,"Group D"
B0F071BE0C1D,89,84,81,4,2,0,M,"Group D"
B085E265E830,96,92,94,2,2,1,M,"Group D"
7F0F1226035E,82,74,70,4,2,0,M,"Group D"
A68B565F7563,97,86,87,3,2,0,M,"Group D"
17106B3281C1,51,47,49,4,1,0,M,"Group D"
411FA5DF14A0,56,50,54,3,1,0,M,"Group D"
FDA4D0DDDE7F,70,68,63,1,2,0,M,"Group D"
DA30D2997CD0,87,72,71,2,2,0,M,"Group D"
17DEC51E5DFC,68,66,66,3,2,1,M,"Group D"
B303BB730654,74,79,76,5,1,1,M,"Group D"
738618B83B57,81,79,75,1,2,0,M,"Group D"
C44DAB2103DD,94,83,80,2,2,0,M,"Group D"
2A28170EA799,100,89,93,4,2,1,M,"Group D"
D132A9371F5A,34,43,36,1,1,0,M,"Group D"
950C36E7E880,78,81,73,1,2,0,M,"Group D"
ACCB4E96A23C,67,71,65,3,2,0,M,"Group D"
08295C79993F,73,69,68,5,1,1,M,"Group D"
4221B685538D,77,69,67,5,1,0,M,"Group D"
AA7E547E96F1,89,74,72,4,2,0,M,"Group D"
1BD6E6A550A1,59,59,57,2,1,1,M,"Group D"
EFC8DCB1139C,87,67,67,1,2,0,M,"Group D"
75FFFC0FB397,55,52,56,2,2,0,M,"Group D"
A94491B61F15,58,49,48,5,2,0,M,"Group D"
4403A800FA0C,67,52,55,1,2,0,M,"Group D"
377BA9A6E418,36,45,36,1,1,0,M,"Group D"
06434770BAC4,50,58,54,4,1,1,M,"Group D"
F707B7C6FBC0,70,71,73,1,2,1,M,"Group D"
0C88704B3A92,91,75,80,5,2,1,M,"Group D"
D3B75D5A27F7,83,67,66,4,2,0,M,"Group D"
FEF58C35727E,61,68,65,5,1,0,M,"Group D"
A599129D0F26,75,65,66,5,1,0,M,"Group D"
87CA803A0EA2,58,50,51,1,1,0,M,"Group D"
F09D1FCF3966,64,65,61,2,1,0,M,"Group D"
755F04082BAB,90,89,90,4,1,1,M,"Group D"
FD9405EDC3A4,76,70,71,3,2,0,M,"Group D"
AF844C87F237,80,77,82,4,2,1,M,"Group D"
C8744326ED44,88,79,82,3,2,0,M,"Group D"
1A9B276FB346,65,56,58,5,2,0,M,"Group D"
95FE8B6700A3,73,75,61,3,1,0,M,"Group D"
D128D6CBA66A,76,69,68,2,2,0,M,"Group D"
315438036B3A,47,48,37,2,1,0,M,"Group D"
8238B886DBAC,71,78,73,1,1,1,M,"Group D"
D11B4FDCE6FC,74,63,62,1,1,0,M,"Group D"
CC2F6B0D91F4,96,86,90,5,2,0,M,"Group D"
6670670DE4A0,53,51,54,1,1,1,M,"Group D"
3E802BC8F946,76,76,79,4,2,1,M,"Group D"
65849BDF3E9C,42,49,54,4,1,1,M,"Group D"
EAD8E09DFA79,48,51,48,2,1,0,M,"Group D"
AF3AD9493150,85,94,94,5,2,1,M,"Group D"
514359F1B74D,63,60,56,2,1,0,M,"Group D"
6C4962F3F175,69,67,63,4,1,0,M,"Group D"
64EDA4262789,79,72,69,1,2,1,M,"Group D"
C3061BF79477,66,61,61,1,2,0,M,"Group D"
033172297292,84,85,91,3,2,1,M,"Group D"
7CF1A68E71B8,88,86,92,5,1,1,M,"Group D"
21D6F8F21AA2,72,72,73,3,1,0,M,"Group D"
E2258E4F09CA,75,71,72,2,2,0,M,"Group D"
1A41D5CC16B9,66,73,71,2,1,1,M,"Group D"
DC16EE01489C,64,65,65,1,1,0,M,"Group D"
B5762A3F177E,79,83,81,5,2,1,M,"Group D"
9F97989FCF38,83,78,85,4,2,1,M,"Group D"
D856824B08C5,66,73,70,1,2,1,M,"Group D"
A4DDF2611E1B,87,84,87,4,2,1,M,"Group D"
888DAF19A48E,83,72,74,4,2,0,M,"Group D"
45C2B209B3B3,64,64,59,2,2,0,M,"Group D"
A16B78F7FB62,78,69,80,5,2,1,M,"Group D"
B10E0949211E,47,47,48,4,1,0,M,"Group D"
0A2F3D1EAC79,65,75,77,1,2,1,M,"Group D"
96330EDCA9EC,67,63,63,3,2,1,M,"Group D"
F3003375BB3D,67,66,62,2,2,0,M,"Group D"
F9994998CC67,69,68,76,5,2,0,M,"Group D"
9DA62A96796F,79,77,73,4,1,1,M,"Group D"
C1951B0A66DE,96,77,82,5,2,1,M,"Group D"
7A26BADAAED8,81,93,83,2,2,0,F,"Group E"
0C108BF0169F,76,90,89,1,2,0,F,"Group E"
42EAD879A019,84,82,83,2,2,0,F,"Group E"
A547CBA4D950,78,83,78,6,1,1,F,"Group E"
DCF9EF4295F6,82,83,91,3,2,1,F,"Group E"
A94B66617C21,59,75,76,1,2,1,F,"Group E"
74FBBB154C39,67,71,70,1,2,0,F,"Group E"
C9D5EA88E5F8,70,74,73,3,2,0,F,"Group E"
494F29C45DCC,78,88,87,5,2,1,F,"Group E"
1AB55D32677B,80,86,90,3,2,0,F,"Group E"
DAADC4661AC4,81,92,90,3,2,0,F,"Group E"
788605FA78E3,87,87,86,5,2,0,F,"Group E"
8790EA6B8CDE,89,96,90,4,2,0,F,"Group E"
C782923511BF,60,57,56,1,2,0,F,"Group E"
51D6F3E69095,66,70,74,5,2,0,F,"Group E"
9DF2F5473FA8,52,63,59,4,1,0,F,"Group E"
3EEA16DB60B1,74,75,82,3,1,1,F,"Group E"
04C3C0632C23,88,93,97,5,2,1,F,"Group E"
332285B6EBDC,95,96,96,2,2,1,F,"Group E"
15105D5AE66F,61,71,69,3,1,0,F,"Group E"
347250BD864D,76,91,95,5,2,1,F,"Group E"
0445FC9B4632,83,91,92,1,1,1,F,"Group E"
ED0E37CE9935,90,88,90,5,2,0,F,"Group E"
7379CFC3AC91,84,88,85,5,1,1,F,"Group E"
2C2CADABA5B9,65,67,66,4,2,0,F,"Group E"
0EF3C5297A89,89,86,91,3,2,0,F,"Group E"
E99ED75412EA,72,80,78,1,1,0,F,"Group E"
6578EB41D207,58,56,57,1,1,0,F,"Group E"
D834CCCC7EAE,60,65,65,2,1,0,F,"Group E"
DB9A0DC0BED4,74,72,71,4,2,0,F,"Group E"
E5A602A9BE24,79,88,84,1,2,1,F,"Group E"
7D40083BCBC1,39,54,47,4,1,0,F,"Group E"
D3FB1811A60B,85,85,80,2,1,0,F,"Group E"
C8F0B3D5312C,61,56,50,2,1,0,F,"Group E"
C29BC720D6C6,78,75,75,4,2,0,F,"Group E"
28AC86821ED4,71,77,81,2,2,1,F,"Group E"
796D385FDBF8,73,84,85,5,2,1,F,"Group E"
B530265E2540,84,82,81,5,1,1,F,"Group E"
47391A9A8ACD,67,67,67,4,2,0,F,"Group E"
585A3A9258FD,100,100,100,4,2,1,F,"Group E"
E977EE1D149C,82,84,79,6,2,0,F,"Group E"
677C00429B6D,96,97,97,4,2,0,F,"Group E"
B11DB932EAF4,74,88,83,3,2,0,F,"Group E"
5E2828C74273,88,82,77,5,2,0,F,"Group E"
56747CA55ADC,88,88,94,5,2,0,F,"Group E"
605AC17D0204,58,56,56,1,2,0,F,"Group E"
157D23B47BBF,43,52,50,2,2,0,F,"Group E"
1C9DDA9C4CBB,71,80,82,4,2,1,F,"Group E"
5DFC51D3BB3C,75,79,83,5,2,0,F,"Group E"
70318659DA49,87,86,86,4,2,0,F,"Group E"
00924D20099D,98,99,100,4,2,1,F,"Group E"
11773EC36EC1,79,72,75,2,2,0,F,"Group E"
0DB4F0C08BD8,100,100,100,5,2,1,F,"Group E"
D2FBBE842488,51,52,58,2,1,0,F,"Group E"
94C322D12EAA,71,86,86,3,2,1,F,"Group E"
62CB56474A7A,79,89,93,3,1,1,F,"Group E"
4FE1456322D6,78,91,88,5,2,0,F,"Group E"
A722B4A41DA5,89,92,91,5,2,1,F,"Group E"
2E7E5693DF2B,91,100,96,5,2,0,F,"Group E"
8B22437CACFD,94,99,100,5,2,1,F,"Group E"
60B7C15BF23C,73,80,79,1,2,1,F,"Group E"
C5B96B45072B,73,94,85,5,1,0,F,"Group E"
78B70E4F2601,90,99,100,4,1,1,F,"Group E"
920E90292BFF,58,63,61,4,1,0,F,"Group E"
6609C7960EAA,54,65,66,3,1,1,F,"Group E"
73DB180358CD,94,99,96,3,2,0,F,"Group E"
C27A73C1E958,65,61,58,5,1,0,M,"Group E"
0122E35F1919,74,65,57,3,2,0,M,"Group E"
BD5932B3BD71,90,72,65,1,2,0,M,"Group E"
6D3F608FE710,96,71,69,4,1,0,M,"Group E"
4A660B4E1D12,100,91,85,3,2,0,M,"Group E"
8B0D05E5DFAB,85,73,70,4,1,0,M,"Group E"
61713BB4AFCE,78,72,75,3,2,1,M,"Group E"
F4B18EB4652C,91,86,86,3,2,1,M,"Group E"
EBA8709921FF,46,46,42,4,1,1,M,"Group E"
8FA43DD771B2,80,77,73,3,2,1,M,"Group E"
E955849C4B86,85,83,76,1,2,0,M,"Group E"
AB4746B271B3,86,90,91,3,1,1,M,"Group E"
A7C2EE515FB8,91,79,83,4,1,1,M,"Group E"
573BC4E4E417,98,93,94,5,1,1,M,"Group E"
54200F61AF70,76,59,59,1,1,1,M,"Group E"
5E47FD12696B,81,74,71,3,2,1,M,"Group E"
45066AC412F5,95,75,69,4,2,0,M,"Group E"
EA35CA02E260,56,41,38,1,2,0,M,"Group E"
6794DCBE9181,76,78,78,3,2,1,M,"Group E"
6B188C86D3BB,94,84,79,2,2,0,M,"Group E"
0849A9259271,40,44,39,1,1,0,M,"Group E"
37808CD38737,70,62,58,1,2,1,M,"Group E"
975B6F95D4AE,70,66,56,4,2,0,M,"Group E"
52C681C4BB58,79,59,62,3,2,1,M,"Group E"
C3A1689DC962,87,82,75,2,2,0,M,"Group E"
0E13F6C2C762,79,85,82,1,1,1,M,"Group E"
DD07CD125535,79,66,69,5,2,0,M,"Group E"
CDF2F698C392,83,82,79,5,2,1,M,"Group E"
C1FE5D19F013,86,64,66,4,2,0,M,"Group E"
CE48DF40E321,83,89,81,2,1,0,M,"Group E"
16DC7150CCD8,65,61,57,4,1,1,M,"Group E"
23498828DBAD,84,70,68,4,1,0,M,"Group E"
2E57E622CA59,69,64,69,6,2,1,M,"Group E"
E898000312DC,70,72,67,2,2,1,M,"Group E"
04495CEFE495,95,91,95,6,2,1,M,"Group E"
9AB24E51F16A,54,47,43,1,2,0,M,"Group E"
5189D8C1F336,66,59,57,4,2,0,M,"Group E"
A7522D288698,67,58,54,3,1,0,M,"Group E"
254077DBC4D5,68,68,65,3,1,1,M,"Group E"
35587BE80172,75,68,67,4,2,0,M,"Group E"
0DED9F9A8E71,94,84,86,4,2,0,M,"Group E"
A1099A67BA1C,97,84,79,1,2,0,M,"Group E"
70FF58B9C7DD,100,92,87,6,2,0,M,"Group E"
A02902536932,52,55,52,5,1,0,M,"Group E"
F5221FAF3D22,76,73,66,1,1,1,M,"Group E"
7BB547276B1E,80,70,67,2,1,0,M,"Group E"
A72A4B827F1F,94,91,83,4,2,0,M,"Group E"
83D31445FEF4,75,76,78,6,1,0,M,"Group E"
A2FFFCBD3D99,73,63,57,4,2,0,M,"Group E"
4A5D8A4FD2B4,77,76,71,5,2,0,M,"Group E"
4C6303134A1E,90,97,94,5,1,1,M,"Group E"
395FE2E19FE6,51,47,45,1,2,0,M,"Group E"
446C38A82833,75,61,57,1,2,0,M,"Group E"
2DA879154519,92,84,82,2,2,0,M,"Group E"
F0E46D5B7AF1,91,81,82,1,2,1,M,"Group E"
89F1B077BA34,86,70,73,4,2,0,M,"Group E"
CBDFAF9B7616,93,80,77,1,2,1,M,"Group E"
CD06AE4F3639,87,78,75,4,2,0,M,"Group E"
1A13D6CCAE8E,61,73,65,3,1,1,M,"Group E"
E982335D6BCA,71,70,63,1,1,1,M,"Group E"
D40F05782253,76,72,64,3,2,0,M,"Group E"
67E87F36DDEC,70,74,71,5,2,1,M,"Group E"
CC1C1725F728,65,57,47,1,2,0,M,"Group E"
FC51978DBF62,77,66,62,1,2,0,M,"Group E"
782682A38E93,80,78,77,3,2,1,M,"Group E"
7E12EF45845C,93,96,91,1,2,0,M,"Group E"
5D962802996C,71,69,65,3,1,0,M,"Group E"
832D9942C6B8,81,67,63,6,1,0,M,"Group E"
B875D6F4F4B3,100,100,99,3,2,1,M,"Group E"
211BCA3E5FEE,85,71,72,3,2,0,M,"Group E"
B3FC85821768,58,45,41,2,1,0,M,"Group E"
ABAD74B3A465,79,77,76,3,2,1,M,"Group E"
